mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,spec_centroid_mean,spec_centroid_var,spec_bandwidth_mean,spec_bandwidth_var,rolloff_mean,rolloff_var,flux_mean,flux_var,flatness_mean,flatness_var,zcr_mean,zcr_var,rms_mean,rms_var,is_insecta
-264.254,-87.972,-118.736,-69.725,-68.719,-33.777,-29.663,-5.869,-8.769,6.942,-1.72,16.906,-8.17,454.586,465.101,71.392,163.197,271.342,167.02,27.993,61.878,64.305,35.101,30.627,34.301,34.67,6830.975,861791.087,3962.246,325098.245,11587.51,2895157.654,1.03,0.34,0.065,0.001,0.387,0.005,0.029,0.0,False
-289.276,-64.84,-118.928,-68.102,-76.996,-22.377,-29.862,-9.012,-4.644,5.074,0.128,13.897,-3.382,411.595,380.568,82.202,161.844,236.537,144.986,37.52,49.649,57.111,41.302,33.302,26.798,26.534,5859.495,318117.005,3685.192,292677.705,10136.482,1406806.134,1.069,0.417,0.062,0.001,0.307,0.002,0.022,0.0,False
-281.739,-68.999,-119.394,-70.272,-74.475,-27.15,-31.759,-7.43,-6.149,5.703,0.169,14.769,-6.953,444.069,434.997,52.146,134.544,229.447,177.371,27.872,54.054,55.528,42.95,25.943,27.806,26.389,6028.073,330498.475,3803.802,286266.647,10619.758,1706609.874,1.032,0.337,0.061,0.001,0.323,0.003,0.023,0.0,False
-284.103,-68.333,-115.611,-69.203,-75.558,-22.892,-28.661,-6.967,-4.479,5.924,0.423,13.69,-3.935,556.927,528.719,53.9,111.575,271.244,185.42,44.189,49.842,49.022,51.107,49.595,33.352,29.934,6131.408,555177.664,3765.104,331163.751,10597.993,2056085.199,1.065,0.433,0.062,0.001,0.332,0.005,0.023,0.0,False
-281.957,-77.173,-117.332,-70.018,-78.222,-25.022,-30.582,-7.24,-4.343,2.883,2.213,13.978,-6.007,395.676,535.758,51.926,123.696,285.989,176.263,44.514,47.672,48.492,48.881,40.632,30.557,28.961,6285.36,368903.725,3768.433,363131.774,10785.693,2166455.307,1.096,0.466,0.065,0.001,0.345,0.003,0.025,0.0,False
-281.984,-73.835,-121.384,-69.239,-79.081,-26.506,-33.138,-7.511,-6.051,3.66,0.657,13.837,-6.212,631.126,569.732,54.175,119.716,314.476,217.451,44.621,48.309,48.18,38.994,32.949,21.525,24.749,6095.946,424455.493,3739.162,306575.524,10540.286,2049510.106,1.069,0.346,0.056,0.001,0.331,0.003,0.025,0.0,False
-272.116,-73.65,-123.558,-71.64,-72.492,-30.581,-31.274,-5.801,-9.473,5.237,-0.114,13.958,-6.846,286.27,369.312,61.965,117.651,212.437,124.941,29.413,51.621,54.525,30.783,23.385,22.239,19.596,6096.526,294981.091,3877.521,232239.579,10889.627,1601653.543,1.006,0.262,0.063,0.001,0.33,0.002,0.025,0.0,False
-284.396,-60.26,-123.938,-70.182,-79.758,-21.164,-32.617,-9.565,-3.673,3.412,1.439,12.823,-4.045,322.184,333.099,44.497,126.248,230.185,102.574,27.625,49.659,50.817,41.211,37.389,23.391,19.691,5575.076,189766.869,3602.352,257540.883,9724.84,1010906.337,1.066,0.44,0.05,0.0,0.29,0.002,0.024,0.0,False
-277.136,-65.649,-122.595,-69.332,-73.187,-25.362,-31.309,-7.945,-5.863,5.671,0.59,13.642,-4.509,363.454,355.509,54.844,118.96,228.669,135.913,32.732,46.212,58.888,40.496,32.953,25.385,23.369,5820.051,188632.917,3767.842,258459.397,10375.05,1452401.936,1.034,0.308,0.053,0.001,0.304,0.002,0.025,0.0,False
-283.786,-62.563,-124.304,-67.942,-80.413,-21.178,-31.592,-10.251,-5.14,4.297,0.517,13.23,-2.942,327.905,388.803,46.23,147.955,255.553,139.404,28.475,39.991,50.443,39.815,36.681,22.305,20.334,5625.721,227883.304,3578.096,306917.474,9762.68,1331981.235,1.076,0.403,0.048,0.0,0.295,0.002,0.025,0.0,False
-305.233,-64.858,-125.712,-69.412,-79.473,-24.735,-34.211,-11.115,-6.161,2.053,-0.468,12.832,-5.424,4745.658,321.521,263.338,173.69,319.91,142.17,42.561,58.98,57.495,33.525,36.696,29.695,23.536,5679.654,190650.491,3643.38,227093.183,9859.724,1086190.879,1.167,3.288,0.055,0.001,0.3,0.002,0.019,0.0,False
-276.046,-93.244,-119.229,-56.681,-39.866,-37.653,9.763,-16.354,-1.368,20.857,5.015,7.951,-6.285,2241.667,420.286,156.481,140.475,266.832,227.111,76.598,80.079,36.788,71.83,62.189,28.575,39.01,7101.889,208943.529,4398.216,165080.359,12876.797,582804.902,1.33,2.175,0.037,0.001,0.354,0.002,0.038,0.0,False
-284.811,-99.643,-123.697,-62.26,-40.526,-52.612,7.668,-23.021,-7.596,20.202,1.531,10.327,-9.448,359.72,336.858,80.642,88.985,219.097,212.47,83.216,63.812,49.574,52.881,51.673,45.213,78.477,7499.903,191677.523,4538.732,52360.393,13262.68,61776.063,1.198,0.37,0.03,0.001,0.388,0.001,0.036,0.0,False
-286.663,-116.39,-110.459,-45.866,-30.28,-41.128,15.424,-20.704,-4.38,20.47,9.374,7.524,-9.197,471.321,435.82,118.037,117.262,172.591,263.882,74.524,79.669,57.919,91.623,60.383,52.296,115.464,7915.025,234268.341,4484.633,71578.996,13436.052,94795.447,1.365,0.64,0.031,0.001,0.383,0.003,0.045,0.0,False
-281.685,-106.699,-109.39,-49.133,-33.11,-44.853,15.9,-23.403,-2.674,18.655,8.518,9.679,-7.363,530.042,517.265,150.357,187.708,214.318,246.592,98.637,86.772,56.614,74.173,66.948,67.595,100.919,7903.825,253515.924,4534.269,70688.905,13466.454,75151.039,1.35,0.544,0.028,0.001,0.376,0.005,0.048,0.0,False
-272.629,-95.534,-115.921,-54.003,-40.19,-36.803,11.412,-16.982,-2.15,19.19,5.667,7.387,-6.211,1227.403,435.25,179.057,174.537,268.287,220.66,88.974,85.451,42.869,73.985,68.835,33.126,43.731,7210.399,299080.185,4389.453,162823.504,12933.506,626470.735,1.321,1.509,0.034,0.001,0.347,0.003,0.042,0.0,False
-437.034,-63.695,-185.006,-72.939,-92.386,16.833,2.88,26.343,21.929,28.047,-4.782,14.052,-10.422,3355.155,1600.29,352.399,117.907,143.976,58.39,24.003,117.814,114.176,56.901,39.176,39.157,19.897,4150.427,943845.485,2666.605,43397.048,6613.219,1061228.642,1.53,4.011,0.01,0.001,0.196,0.004,0.01,0.0,False
-437.163,-63.86,-185.923,-74.853,-94.369,17.817,1.515,27.913,22.324,28.193,-4.887,15.11,-12.576,1522.049,1473.542,203.193,92.802,80.327,44.546,30.999,99.639,113.037,69.263,28.187,27.462,15.745,4132.407,859986.695,2698.83,31728.98,6671.076,733950.041,1.399,2.396,0.008,0.0,0.189,0.003,0.01,0.0,False
-430.633,-71.775,-182.838,-71.701,-95.416,19.518,0.975,26.139,24.796,25.688,-4.106,13.847,-12.301,1710.538,1639.639,139.918,65.865,66.66,29.872,29.8,107.761,129.428,61.196,27.596,26.676,23.17,4362.018,803272.398,2711.153,31725.029,6954.373,497922.857,1.528,2.929,0.009,0.0,0.207,0.004,0.011,0.0,False
-440.729,-58.113,-183.161,-72.41,-91.05,18.103,2.565,28.048,21.8,27.715,-6.305,15.028,-13.374,1564.761,1501.275,188.707,72.077,53.949,45.678,23.141,84.381,113.86,67.884,26.275,28.782,22.92,4078.898,842832.593,2704.235,34951.487,6645.966,755723.984,1.333,2.3,0.008,0.0,0.19,0.003,0.009,0.0,False
-421.879,-65.242,-174.961,-65.899,-89.894,21.779,2.757,27.521,24.808,22.887,-5.478,12.915,-12.557,1595.274,1500.732,128.852,106.094,71.551,33.265,25.235,65.38,98.904,63.971,22.365,19.249,14.545,4377.955,827987.009,2712.648,39487.109,7002.995,566515.839,1.53,2.909,0.009,0.0,0.205,0.003,0.011,0.0,False
-434.941,-62.763,-181.892,-72.851,-91.195,19.223,1.565,29.56,22.663,26.017,-5.249,13.808,-12.09,1532.652,1479.156,186.339,103.237,83.714,63.37,39.504,73.909,119.73,72.642,33.687,30.802,27.062,4203.898,869303.834,2744.988,47827.495,6849.89,853104.302,1.391,2.285,0.008,0.0,0.197,0.004,0.009,0.0,False
-419.834,-75.671,-177.894,-67.491,-94.316,22.793,-0.118,27.101,26.092,23.835,-3.958,12.942,-13.216,1647.452,1478.606,149.769,91.823,58.828,39.322,25.395,61.69,89.605,60.027,33.98,25.896,17.887,4570.248,818241.155,2717.223,26527.298,7125.449,427947.114,1.584,3.048,0.01,0.0,0.221,0.004,0.011,0.0,False
-427.441,-78.878,-183.548,-70.592,-97.495,21.178,-1.128,27.435,24.267,25.171,-4.472,15.147,-12.217,1728.48,1573.696,179.627,96.885,66.361,33.164,32.303,75.013,96.107,81.093,29.206,35.094,24.784,4517.121,778113.193,2723.566,27553.048,7106.48,440140.504,1.587,3.111,0.01,0.0,0.217,0.004,0.011,0.0,False
-438.361,-73.262,-186.82,-74.083,-97.151,17.632,-1.473,28.323,23.626,27.44,-4.477,15.752,-11.681,1883.735,1637.48,198.124,118.873,79.585,37.765,22.031,75.929,124.248,89.964,45.008,35.796,26.318,4332.755,857341.476,2730.737,37428.262,6925.669,669010.479,1.514,3.085,0.01,0.0,0.206,0.004,0.01,0.0,False
-531.095,-38.984,-172.238,-69.719,-79.431,14.92,4.613,27.211,18.937,24.151,-5.541,11.414,-10.36,15466.828,1633.966,2005.618,340.18,632.543,78.125,68.221,116.366,100.13,152.996,31.601,75.623,23.686,3942.124,1452782.665,2746.061,215332.756,6618.161,3140125.046,1.307,3.59,0.019,0.003,0.181,0.007,0.005,0.0,False
-307.162,-69.539,-112.879,-34.726,-78.431,-11.512,-13.697,-2.439,-2.953,8.78,-14.687,13.354,-3.552,4701.846,749.591,608.079,138.079,153.392,169.218,113.364,127.242,76.099,109.428,79.0,68.265,41.894,5770.198,224441.235,3052.947,173963.091,9142.173,1597016.594,1.681,4.702,0.039,0.0,0.325,0.001,0.034,0.001,False
-313.364,-52.173,-109.137,-48.367,-74.623,-16.728,-16.738,-7.19,-4.102,5.902,-16.982,13.249,-5.386,3215.21,672.057,391.356,91.114,136.155,93.266,98.616,95.639,54.476,68.47,73.851,117.972,60.155,5606.636,260168.836,3365.109,114400.213,9547.574,1009585.736,1.455,3.024,0.047,0.001,0.297,0.002,0.023,0.0,False
-274.192,-64.642,-115.908,-37.505,-82.39,-14.079,-18.049,-4.608,-5.685,3.656,-14.978,8.754,-4.612,2901.695,616.45,379.983,113.33,136.377,117.587,92.898,116.156,53.558,75.149,83.526,91.563,49.9,5616.369,208421.576,3046.203,130871.574,8845.697,1124918.989,1.677,3.429,0.043,0.001,0.315,0.001,0.037,0.001,False
-280.555,-72.926,-118.795,-37.728,-80.586,-8.29,-18.446,-2.233,-4.501,4.949,-13.282,9.592,-3.133,4655.713,782.617,538.463,85.65,133.033,117.51,70.202,107.496,71.542,79.9,67.198,77.416,39.638,5733.871,178336.791,3041.429,112117.329,9071.336,834189.443,1.875,5.142,0.046,0.0,0.321,0.001,0.04,0.001,False
-492.081,-71.508,-131.65,-36.683,-57.112,-26.99,-14.17,-3.357,-11.871,17.561,6.187,12.14,0.895,3642.911,412.148,773.38,190.335,227.164,386.821,99.636,111.986,85.968,68.069,49.374,91.257,71.844,5217.487,445232.378,3193.076,261408.503,8669.778,3486434.489,1.252,2.145,0.035,0.002,0.273,0.002,0.005,0.0,False
-454.947,-71.48,-131.356,-22.301,-42.186,-17.757,-20.037,1.576,1.568,17.141,6.769,17.406,-1.387,1606.238,438.164,720.638,192.939,325.698,559.927,215.746,196.928,150.014,125.966,110.202,153.987,146.776,4936.123,554067.646,2940.616,322018.602,7855.132,3565045.862,1.276,0.944,0.023,0.001,0.251,0.003,0.01,0.0,False
-478.288,-77.241,-138.077,-37.33,-59.714,-20.992,-25.474,-11.138,-8.35,23.654,6.278,11.009,-1.999,1607.275,494.633,442.982,177.691,161.314,433.007,108.976,121.34,104.228,82.951,94.938,84.861,135.833,5141.06,229557.724,3101.25,188907.327,8401.707,1950769.818,1.275,0.953,0.027,0.001,0.267,0.002,0.006,0.0,False
-454.901,-67.727,-124.292,-9.642,-32.18,-9.798,-16.226,1.193,2.253,20.65,7.582,12.456,-3.224,1567.496,359.946,497.539,137.859,251.562,484.975,210.711,182.86,144.197,129.096,100.961,140.058,128.311,4897.04,397164.637,2862.937,205697.821,7645.317,2602365.723,1.256,0.922,0.019,0.0,0.249,0.002,0.01,0.0,False
-470.314,-83.936,-145.44,-32.594,-53.9,-14.895,-24.477,-8.203,-3.715,22.877,6.343,14.683,-4.892,1756.329,496.333,407.43,138.195,220.507,405.841,126.722,96.793,71.934,73.079,73.315,60.059,130.293,5060.584,254829.545,2986.461,132113.557,8085.663,1405343.757,1.274,1.048,0.024,0.0,0.266,0.002,0.007,0.0,False
-459.193,-67.628,-126.308,-14.002,-32.969,-7.337,-17.432,0.143,4.877,21.163,4.423,12.803,-2.89,1709.186,423.241,480.253,85.569,190.965,432.831,164.984,161.901,119.674,137.059,101.336,132.314,154.222,4898.936,420494.291,2917.051,214137.861,7786.292,2790535.463,1.264,1.034,0.021,0.0,0.248,0.002,0.01,0.0,False
-491.096,-75.618,-133.336,-34.399,-55.228,-25.357,-15.294,-2.738,-9.821,19.256,7.109,12.466,-0.661,2490.179,375.238,706.757,231.774,252.976,441.567,122.965,134.698,78.25,84.946,56.532,83.477,94.862,5198.875,382508.838,3160.647,283218.56,8596.845,3497904.695,1.245,2.017,0.033,0.001,0.273,0.002,0.005,0.0,False
-526.021,18.563,-147.377,-49.616,-102.031,3.448,-41.576,13.191,-14.604,9.098,11.375,-10.337,15.702,2976.922,187.067,636.923,103.057,289.238,162.799,147.976,79.63,84.689,74.678,48.052,64.027,58.731,4098.075,1108589.135,2899.291,104019.225,7712.909,1577491.065,1.097,1.508,0.009,0.001,0.211,0.01,0.003,0.0,False
-521.815,-9.961,-132.631,-22.972,-110.488,18.913,-37.506,14.268,-6.136,10.345,12.76,-7.604,15.056,1830.316,443.987,867.587,180.324,344.367,281.131,146.201,151.954,91.714,85.845,72.75,87.013,46.564,5273.283,1209186.411,2633.274,146273.936,8105.381,834559.668,0.965,0.113,0.006,0.0,0.326,0.011,0.005,0.0,False
-565.333,-2.959,-131.903,-44.408,-109.742,0.856,-48.454,14.049,-13.271,8.342,8.666,-13.133,13.886,360.642,168.075,326.799,58.952,124.68,164.338,153.466,92.825,68.477,44.448,27.335,57.229,44.387,5029.356,1349947.616,2970.901,81597.275,8389.677,642947.726,0.983,0.156,0.009,0.0,0.297,0.012,0.002,0.0,False
-530.093,15.25,-145.803,-52.82,-108.447,1.421,-44.586,14.535,-11.548,9.046,8.652,-11.137,14.291,454.986,390.775,211.553,146.117,97.964,133.126,109.079,104.458,80.116,58.06,55.508,65.695,42.951,4147.018,1108245.366,2907.562,78185.856,7737.919,1363820.149,0.974,0.133,0.005,0.0,0.214,0.009,0.003,0.0,False
-492.839,29.772,-158.889,-55.17,-114.272,-12.534,-50.641,12.943,-18.056,7.124,1.285,-10.122,13.691,343.693,268.052,141.46,123.173,82.324,73.532,91.271,70.895,40.053,33.858,19.079,33.021,30.277,3582.369,690833.881,2802.412,106653.43,7007.188,1910349.496,0.926,0.101,0.003,0.0,0.162,0.005,0.004,0.0,False
-492.433,38.812,-149.198,-53.255,-107.271,-4.304,-43.873,15.129,-11.888,8.384,10.073,-10.61,14.156,319.465,223.104,179.535,72.518,122.792,160.973,143.492,103.359,66.073,56.491,43.952,42.086,39.629,3591.983,927847.605,2768.223,148004.639,6824.681,2363455.806,0.955,0.146,0.003,0.0,0.173,0.006,0.004,0.0,False
-504.405,27.468,-154.933,-55.343,-113.21,-4.435,-45.77,11.684,-13.267,4.716,7.097,-9.522,11.388,290.301,147.973,112.962,65.356,174.797,150.012,120.516,126.512,88.934,59.117,46.309,50.096,47.852,3711.416,748932.526,2796.075,88688.497,7029.802,1589140.432,0.96,0.112,0.003,0.0,0.18,0.006,0.003,0.0,False
-498.322,34.586,-158.399,-59.909,-109.942,-9.773,-48.951,12.809,-15.158,7.653,3.563,-11.018,13.951,218.941,164.397,136.6,53.229,79.476,109.068,94.364,73.417,40.465,24.371,26.775,40.511,22.617,3408.524,599793.663,2770.862,88569.927,6828.175,1686199.734,0.927,0.102,0.003,0.0,0.15,0.004,0.003,0.0,False
-519.377,31.123,-143.301,-55.975,-105.316,-0.64,-41.119,15.769,-9.264,7.484,9.816,-9.17,14.752,437.249,182.668,290.76,77.41,149.295,123.764,136.758,72.223,61.968,47.039,43.869,42.105,34.779,3707.544,844836.781,2871.146,106433.114,7275.26,1583673.929,0.939,0.114,0.003,0.0,0.171,0.006,0.003,0.0,False
-545.528,13.441,-139.856,-50.959,-98.175,2.875,-39.732,17.957,-13.584,11.14,7.938,-10.194,17.565,895.577,183.257,444.107,60.04,90.132,103.387,116.234,105.873,54.249,38.936,43.158,63.794,61.687,4323.471,1152736.409,2999.7,92693.44,8045.527,1204467.127,0.955,0.194,0.007,0.0,0.228,0.01,0.002,0.0,False
-547.973,15.895,-141.42,-42.508,-86.719,3.048,-32.555,16.321,-10.178,13.085,11.213,-9.74,16.386,1152.652,154.514,754.537,67.999,64.484,131.449,101.942,83.596,59.912,28.328,37.532,54.845,50.705,4078.955,901325.702,2853.477,141844.352,7543.231,1896292.475,0.927,0.135,0.008,0.0,0.208,0.007,0.002,0.0,False
-545.98,4.15,-146.724,-40.971,-95.822,-2.251,-44.609,14.413,-16.152,7.291,5.958,-9.624,15.88,466.627,168.267,373.267,146.056,112.985,166.132,124.781,93.085,62.489,34.216,38.777,66.041,47.675,4444.295,893231.653,2903.991,87567.587,8052.216,879739.621,0.984,0.204,0.008,0.0,0.243,0.006,0.002,0.0,False
-521.334,22.996,-139.95,-42.75,-94.844,4.424,-37.883,16.036,-10.56,9.779,12.522,-8.655,16.428,2277.892,234.136,522.342,82.976,317.456,170.687,138.169,89.693,84.02,82.049,48.362,61.043,55.513,4156.899,1085968.462,2881.664,128866.534,7647.165,1879609.946,1.154,2.688,0.008,0.001,0.225,0.01,0.003,0.0,False
-326.872,-17.851,-78.929,-49.532,-82.733,3.131,-65.6,26.861,-8.03,6.32,34.793,-14.535,39.106,1803.665,214.03,604.633,260.325,131.379,168.104,162.428,119.267,144.309,73.056,92.662,94.878,140.693,6803.285,715003.417,2867.321,54884.216,9147.813,128369.414,1.416,3.059,0.004,0.0,0.448,0.007,0.04,0.0,False
-320.699,-13.166,-94.267,-50.734,-81.456,1.454,-54.006,27.598,-6.305,5.056,37.191,-21.724,40.451,2145.348,319.868,1139.216,336.82,100.401,103.342,160.504,134.078,170.604,74.246,94.854,76.698,124.259,6166.069,1185934.128,2902.539,66127.563,8499.651,57519.565,1.414,1.759,0.003,0.0,0.399,0.011,0.047,0.001,False
-300.845,-11.831,-118.051,-38.38,-84.167,0.997,-43.976,14.678,6.359,-7.186,46.155,-23.205,34.584,2806.3,553.066,1999.314,805.463,136.488,150.099,301.584,231.697,112.566,133.946,120.968,138.042,148.3,5636.43,1465593.918,2792.755,59765.176,8248.003,50708.623,1.508,1.72,0.003,0.0,0.364,0.015,0.06,0.001,False
-315.31,-18.736,-115.375,-31.394,-87.184,-13.343,-53.729,20.283,1.419,-6.962,47.636,-21.257,33.125,2288.322,571.378,1505.601,697.848,145.378,213.953,319.059,370.699,152.84,150.514,153.595,144.133,154.751,5857.073,822274.849,2858.077,54342.032,8332.418,36456.022,1.497,1.411,0.003,0.0,0.391,0.008,0.045,0.0,False
-336.27,-18.094,-89.485,-45.036,-81.248,-18.104,-53.763,20.728,0.658,4.808,34.177,-18.738,28.776,2120.904,577.217,797.175,321.951,169.135,176.495,175.398,237.28,157.253,142.318,254.896,229.865,183.425,6081.74,398737.181,3130.011,84386.012,8552.516,108966.438,1.419,1.63,0.003,0.0,0.378,0.004,0.032,0.001,False
-337.909,-5.778,-109.369,-57.509,-77.97,-24.941,-58.142,16.497,0.941,-3.687,27.775,-17.256,24.542,2648.111,256.225,527.727,164.041,159.093,88.022,112.004,127.572,105.161,159.62,243.328,80.193,149.142,5532.023,271071.757,3425.728,18852.528,8506.24,83403.336,1.407,2.765,0.005,0.0,0.348,0.001,0.022,0.0,False
-308.376,-12.33,-98.071,-50.514,-75.002,-6.363,-57.672,25.674,-6.611,5.175,29.957,-12.198,29.3,1857.73,242.396,870.405,217.288,235.837,338.061,168.718,124.497,147.632,80.191,151.103,88.714,139.366,5974.385,1147197.379,3117.499,86851.842,8815.645,285012.979,1.453,1.87,0.005,0.0,0.396,0.009,0.036,0.001,False
-281.378,-7.842,-140.979,-46.259,-56.228,-6.675,-12.741,11.751,-3.277,13.195,2.53,10.47,1.324,4482.052,330.607,1258.114,520.57,218.762,126.154,135.689,66.977,87.329,59.6,74.764,89.582,75.97,3785.958,989754.116,2698.394,320625.875,6459.964,4003924.217,1.399,1.148,0.021,0.001,0.184,0.005,0.052,0.003,False
-288.782,-13.797,-138.648,-42.632,-55.466,-6.654,-15.276,12.382,-0.622,14.974,1.14,11.198,1.294,1744.563,285.395,971.29,412.33,105.666,80.947,79.997,67.982,48.033,60.244,55.89,88.415,80.153,3988.503,829926.807,2757.989,269197.011,6776.408,3618540.756,1.271,0.919,0.022,0.0,0.198,0.004,0.043,0.002,False
-287.114,-24.039,-142.931,-39.215,-57.032,-13.56,-17.56,14.32,-6.215,13.727,3.553,11.552,0.358,1169.801,424.48,708.699,531.44,138.313,183.012,102.499,110.581,120.898,113.187,136.299,124.681,128.528,3989.245,654346.725,2602.058,289842.091,6445.487,3298561.529,1.199,0.523,0.014,0.0,0.2,0.003,0.06,0.003,False
-303.098,-1.804,-132.081,-50.135,-52.39,-2.731,-11.662,11.133,-1.948,10.66,0.472,11.348,3.433,4875.57,479.74,1302.927,483.782,230.191,111.477,123.542,85.37,80.868,74.422,81.595,93.923,103.624,3778.117,1033020.517,2818.054,371215.249,6679.113,4618624.129,1.461,1.784,0.023,0.001,0.193,0.005,0.046,0.002,False
-396.864,-52.299,-132.472,-51.429,-70.927,-18.783,-11.228,0.092,1.121,10.686,1.654,0.64,7.167,3044.895,314.611,962.59,238.872,69.686,52.429,46.945,25.552,38.515,31.511,47.963,64.269,40.58,4968.39,993121.127,3125.118,104797.338,7983.227,2175506.151,1.063,1.861,0.028,0.001,0.263,0.006,0.011,0.0,False
-418.885,-59.715,-112.477,-39.63,-67.797,-17.768,-6.995,-0.376,-3.684,11.797,6.04,3.761,9.049,688.95,166.829,309.391,116.265,30.704,28.483,22.543,11.498,25.785,22.774,20.368,37.793,22.519,5541.515,373692.145,3267.223,43699.387,8918.131,979522.63,0.845,0.056,0.035,0.0,0.297,0.002,0.007,0.0,False
-442.631,-79.884,-125.805,-52.946,-85.005,-30.501,-21.139,-9.674,-14.091,5.835,-0.917,3.73,3.607,30.547,36.097,50.054,41.69,30.678,24.426,28.315,14.119,21.415,25.792,11.707,16.702,20.174,5800.039,34397.902,3364.571,21686.813,9445.138,311765.403,0.882,0.047,0.04,0.0,0.317,0.001,0.005,0.0,False
