primary_label,filename,scientific_name,class_name,latitude,longitude,is_mammalia
41663,41663/iNat1001216.ogg,Procyon lotor,Mammalia,36.3178,-82.3219,True
41663,41663/iNat1025799.ogg,Procyon lotor,Mammalia,45.1746,-75.8284,True
41663,41663/iNat1026967.ogg,Procyon lotor,Mammalia,42.0655,-76.152,True
41663,41663/iNat1059575.ogg,Procyon lotor,Mammalia,39.5244,-79.8177,True
41663,41663/iNat1064354.ogg,Procyon lotor,Mammalia,44.9343,-66.9322,True
41663,41663/iNat1088350.ogg,Procyon lotor,Mammalia,42.6216,-85.4787,True
41663,41663/iNat1088351.ogg,Procyon lotor,Mammalia,42.6216,-85.4787,True
41663,41663/iNat1102503.ogg,Procyon lotor,Mammalia,40.7322,-73.7402,True
41663,41663/iNat1104877.ogg,Procyon lotor,Mammalia,30.5946,-103.9363,True
41663,41663/iNat1105534.ogg,Procyon lotor,Mammalia,32.7724,-116.9195,True
41663,41663/iNat110660.ogg,Procyon lotor,Mammalia,43.9721,-79.2399,True
41663,41663/iNat1123371.ogg,Procyon lotor,Mammalia,45.0587,-64.762,True
41663,41663/iNat1127617.ogg,Procyon lotor,Mammalia,42.4856,-88.8306,True
41663,41663/iNat1138836.ogg,Procyon lotor,Mammalia,48.7247,-122.3529,True
41663,41663/iNat1143361.ogg,Procyon lotor,Mammalia,35.2071,-106.6328,True
41663,41663/iNat1148293.ogg,Procyon lotor,Mammalia,46.8702,-109.288,True
41663,41663/iNat1158378.ogg,Procyon lotor,Mammalia,47.4701,-122.6372,True
41663,41663/iNat115920.ogg,Procyon lotor,Mammalia,44.0145,-93.2801,True
41663,41663/iNat1187502.ogg,Procyon lotor,Mammalia,49.6044,-117.1258,True
41663,41663/iNat1198033.ogg,Procyon lotor,Mammalia,35.9623,-81.1204,True
41663,41663/iNat119976.ogg,Procyon lotor,Mammalia,41.0051,-74.0366,True
41663,41663/iNat1215114.ogg,Procyon lotor,Mammalia,38.7813,-90.837,True
41663,41663/iNat1220687.ogg,Procyon lotor,Mammalia,43.0521,-89.4386,True
41663,41663/iNat1230702.ogg,Procyon lotor,Mammalia,34.1463,-118.0202,True
41663,41663/iNat1240391.ogg,Procyon lotor,Mammalia,45.5643,-123.9172,True
41663,41663/iNat1240392.ogg,Procyon lotor,Mammalia,45.5643,-123.9172,True
41663,41663/iNat124707.ogg,Procyon lotor,Mammalia,37.4522,-122.2355,True
41663,41663/iNat1247603.ogg,Procyon lotor,Mammalia,41.87,-72.6072,True
41663,41663/iNat1258651.ogg,Procyon lotor,Mammalia,49.288,-123.1431,True
41663,41663/iNat126448.ogg,Procyon lotor,Mammalia,44.6376,-91.6981,True
41663,41663/iNat1277094.ogg,Procyon lotor,Mammalia,45.7612,-73.7027,True
41663,41663/iNat135564.ogg,Procyon lotor,Mammalia,40.1065,-85.5498,True
41663,41663/iNat140497.ogg,Procyon lotor,Mammalia,37.3296,-121.9364,True
41663,41663/iNat160963.ogg,Procyon lotor,Mammalia,44.677,-63.5501,True
41663,41663/iNat173251.ogg,Procyon lotor,Mammalia,42.4876,-71.3935,True
41663,41663/iNat181697.ogg,Procyon lotor,Mammalia,45.1558,-75.8587,True
41663,41663/iNat214017.ogg,Procyon lotor,Mammalia,37.8529,-95.412,True
41663,41663/iNat222399.ogg,Procyon lotor,Mammalia,37.4335,-94.6182,True
41663,41663/iNat227396.ogg,Procyon lotor,Mammalia,43.4325,-79.729,True
41663,41663/iNat246272.ogg,Procyon lotor,Mammalia,44.2584,-72.5739,True
41663,41663/iNat262940.ogg,Procyon lotor,Mammalia,42.4365,-72.5225,True
41663,41663/iNat287461.ogg,Procyon lotor,Mammalia,43.7901,-79.5168,True
41663,41663/iNat290712.ogg,Procyon lotor,Mammalia,44.3611,-79.3738,True
41663,41663/iNat307417.ogg,Procyon lotor,Mammalia,44.3663,-79.7543,True
41663,41663/iNat313992.ogg,Procyon lotor,Mammalia,40.7418,-73.8144,True
41663,41663/iNat31509.ogg,Procyon lotor,Mammalia,40.86,-73.9345,True
41663,41663/iNat316038.ogg,Procyon lotor,Mammalia,22.2769,-97.7967,True
41663,41663/iNat329514.ogg,Procyon lotor,Mammalia,30.699,-97.7994,True
41663,41663/iNat337777.ogg,Procyon lotor,Mammalia,40.729,-73.7654,True
41663,41663/iNat348730.ogg,Procyon lotor,Mammalia,40.7361,-73.7591,True
41663,41663/iNat357966.ogg,Procyon lotor,Mammalia,35.2711,-93.1375,True
41663,41663/iNat358156.ogg,Procyon lotor,Mammalia,40.7467,-73.742,True
41663,41663/iNat358212.ogg,Procyon lotor,Mammalia,40.7469,-73.7421,True
41663,41663/iNat370369.ogg,Procyon lotor,Mammalia,38.4557,-122.7357,True
41663,41663/iNat372425.ogg,Procyon lotor,Mammalia,40.7346,-73.7618,True
41663,41663/iNat382025.ogg,Procyon lotor,Mammalia,40.7385,-73.7447,True
41663,41663/iNat41507.ogg,Procyon lotor,Mammalia,43.6275,-76.174,True
41663,41663/iNat426532.ogg,Procyon lotor,Mammalia,41.376,-81.6641,True
41663,41663/iNat44038.ogg,Procyon lotor,Mammalia,38.7252,-76.7923,True
41663,41663/iNat461258.ogg,Procyon lotor,Mammalia,43.9775,-80.0016,True
41663,41663/iNat480453.ogg,Procyon lotor,Mammalia,44.2568,-72.5731,True
41663,41663/iNat482041.ogg,Procyon lotor,Mammalia,44.7721,-76.2301,True
41663,41663/iNat488163.ogg,Procyon lotor,Mammalia,44.3312,-79.2812,True
41663,41663/iNat52174.ogg,Procyon lotor,Mammalia,42.0852,-70.7979,True
41663,41663/iNat52175.ogg,Procyon lotor,Mammalia,42.0852,-70.7979,True
41663,41663/iNat524625.ogg,Procyon lotor,Mammalia,44.5171,-80.2621,True
41663,41663/iNat530125.ogg,Procyon lotor,Mammalia,42.3848,-76.5009,True
41663,41663/iNat530126.ogg,Procyon lotor,Mammalia,42.3848,-76.5009,True
41663,41663/iNat550890.ogg,Procyon lotor,Mammalia,40.0508,-105.1812,True
41663,41663/iNat558840.ogg,Procyon lotor,Mammalia,48.4662,-123.3432,True
41663,41663/iNat565772.ogg,Procyon lotor,Mammalia,40.7738,-73.7916,True
41663,41663/iNat565773.ogg,Procyon lotor,Mammalia,40.7738,-73.7916,True
41663,41663/iNat590973.ogg,Procyon lotor,Mammalia,49.3141,-123.074,True
41663,41663/iNat605767.ogg,Procyon lotor,Mammalia,49.1545,-125.9068,True
41663,41663/iNat634671.ogg,Procyon lotor,Mammalia,30.2731,-97.8329,True
41663,41663/iNat65677.ogg,Procyon lotor,Mammalia,41.8942,-72.6347,True
41663,41663/iNat679506.ogg,Procyon lotor,Mammalia,39.1536,-86.5209,True
41663,41663/iNat70154.ogg,Procyon lotor,Mammalia,44.6772,-63.5499,True
41663,41663/iNat709210.ogg,Procyon lotor,Mammalia,39.0377,-77.0199,True
41663,41663/iNat722167.ogg,Procyon lotor,Mammalia,43.429,-80.5703,True
41663,41663/iNat731222.ogg,Procyon lotor,Mammalia,41.0701,-73.9344,True
41663,41663/iNat736140.ogg,Procyon lotor,Mammalia,42.08,-75.9844,True
41663,41663/iNat738014.ogg,Procyon lotor,Mammalia,40.8424,-75.4069,True
41663,41663/iNat74306.ogg,Procyon lotor,Mammalia,38.9699,-95.249,True
41663,41663/iNat74307.ogg,Procyon lotor,Mammalia,38.9699,-95.249,True
41663,41663/iNat74627.ogg,Procyon lotor,Mammalia,38.7833,-77.071,True
41663,41663/iNat74628.ogg,Procyon lotor,Mammalia,38.7833,-77.071,True
41663,41663/iNat74629.ogg,Procyon lotor,Mammalia,38.7833,-77.071,True
41663,41663/iNat76981.ogg,Procyon lotor,Mammalia,38.7835,-77.0711,True
41663,41663/iNat786010.ogg,Procyon lotor,Mammalia,43.0684,-77.4075,True
41663,41663/iNat808880.ogg,Procyon lotor,Mammalia,49.3359,-123.0757,True
41663,41663/iNat839812.ogg,Procyon lotor,Mammalia,34.2129,-118.1864,True
41663,41663/iNat839813.ogg,Procyon lotor,Mammalia,34.2129,-118.1864,True
41663,41663/iNat840746.ogg,Procyon lotor,Mammalia,43.6975,-73.0309,True
41663,41663/iNat841035.ogg,Procyon lotor,Mammalia,43.6895,-73.0334,True
41663,41663/iNat846727.ogg,Procyon lotor,Mammalia,49.0604,-122.253,True
41663,41663/iNat846728.ogg,Procyon lotor,Mammalia,49.0604,-122.2529,True
41663,41663/iNat853280.ogg,Procyon lotor,Mammalia,45.0349,-93.171,True
41663,41663/iNat85594.ogg,Procyon lotor,Mammalia,41.577,-73.4085,True
41663,41663/iNat860055.ogg,Procyon lotor,Mammalia,43.6532,-79.3832,True
41663,41663/iNat871030.ogg,Procyon lotor,Mammalia,45.1724,-76.253,True
41663,41663/iNat89022.ogg,Procyon lotor,Mammalia,38.9699,-95.249,True
41663,41663/iNat895793.ogg,Procyon lotor,Mammalia,38.8587,-77.0844,True
41663,41663/iNat911200.ogg,Procyon lotor,Mammalia,29.409,-98.4908,True
41663,41663/iNat926814.ogg,Procyon lotor,Mammalia,48.7722,-122.3985,True
41778,41778/XC959831.ogg,Lontra longicaudis,Mammalia,-16.362,-39.1705,True
41778,41778/iNat256586.ogg,Lontra longicaudis,Mammalia,8.649,-82.2873,True
41970,41970/XC564865.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564866.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564867.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564868.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564869.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564870.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564871.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564872.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564880.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564885.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/XC564888.ogg,Panthera onca,Mammalia,-1.7939,-77.8101,True
41970,41970/iNat1015847.ogg,Panthera onca,Mammalia,17.8917,-89.5484,True
41970,41970/iNat1015848.ogg,Panthera onca,Mammalia,17.8917,-89.5484,True
41970,41970/iNat1226073.ogg,Panthera onca,Mammalia,-3.3431,-72.8819,True
41970,41970/iNat327629.ogg,Panthera onca,Mammalia,16.383,-90.4697,True
42007,42007/iNat106462.ogg,Puma concolor,Mammalia,54.5721,-110.0235,True
42007,42007/iNat1167292.ogg,Puma concolor,Mammalia,None,None,True
42007,42007/iNat1167295.ogg,Puma concolor,Mammalia,None,None,True
42007,42007/iNat1189983.ogg,Puma concolor,Mammalia,38.6796,-120.9923,True
42007,42007/iNat1241987.ogg,Puma concolor,Mammalia,34.2324,-118.7874,True
42007,42007/iNat141493.ogg,Puma concolor,Mammalia,36.4891,-121.7214,True
42007,42007/iNat15105.ogg,Puma concolor,Mammalia,31.8791,-109.1789,True
42007,42007/iNat177093.ogg,Puma concolor,Mammalia,36.4361,-121.7721,True
42007,42007/iNat464817.ogg,Puma concolor,Mammalia,49.5868,-117.2399,True
42007,42007/iNat500217.ogg,Puma concolor,Mammalia,47.8355,-108.4774,True
42007,42007/iNat606213.ogg,Puma concolor,Mammalia,23.7995,-110.1143,True
42007,42007/iNat606214.ogg,Puma concolor,Mammalia,23.7995,-110.1143,True
42007,42007/iNat606215.ogg,Puma concolor,Mammalia,23.7995,-110.1143,True
42007,42007/iNat841400.ogg,Puma concolor,Mammalia,49.5926,-117.2583,True
42007,42007/iNat841408.ogg,Puma concolor,Mammalia,49.5926,-117.2583,True
42007,42007/iNat878627.ogg,Puma concolor,Mammalia,31.6531,-110.1791,True
42007,42007/iNat968957.ogg,Puma concolor,Mammalia,34.6648,-111.7285,True
42007,42007/iNat987921.ogg,Puma concolor,Mammalia,49.6811,-124.8908,True
42007,42007/iNat987929.ogg,Puma concolor,Mammalia,49.6811,-124.8908,True
42087,42087/iNat155127.ogg,Cerdocyon thous,Mammalia,-25.7566,-48.7246,True
42087,42087/iNat860016.ogg,Cerdocyon thous,Mammalia,-7.436,-36.3344,True
42113,42113/iNat55456.ogg,Pecari tajacu,Mammalia,31.5407,-110.7582,True
42113,42113/iNat557906.ogg,Pecari tajacu,Mammalia,-23.4912,-46.5216,True
46010,46010/XC961102.ogg,Sciurus granatensis,Mammalia,9.8181,-83.576,True
46010,46010/iNat167113.ogg,Sciurus granatensis,Mammalia,9.394,-70.347,True
46010,46010/iNat247099.ogg,Sciurus granatensis,Mammalia,8.819,-82.4885,True
46010,46010/iNat579430.ogg,Sciurus granatensis,Mammalia,11.1009,-74.0721,True
46010,46010/iNat913511.ogg,Sciurus granatensis,Mammalia,8.575,-71.1852,True
47067,47067/iNat1255120.ogg,Bradypus variegatus,Mammalia,9.3923,-84.137,True
47067,47067/iNat68676.ogg,Bradypus variegatus,Mammalia,8.1072,-77.733,True
48124,48124/CSA03598.ogg,Tettigoniidae,Insecta,5.6521,73.5077,False
48124,48124/CSA18785.ogg,Tettigoniidae,Insecta,5.7892,-73.5504,False
48124,48124/CSA18795.ogg,Tettigoniidae,Insecta,5.7892,-73.5504,False
48124,48124/CSA18798.ogg,Tettigoniidae,Insecta,5.7892,-73.5504,False
48124,48124/CSA34485.ogg,Tettigoniidae,Insecta,3.5732,-76.5809,False
48124,48124/CSA35111.ogg,Tettigoniidae,Insecta,7.314,-73.9001,False
48124,48124/CSA35116.ogg,Tettigoniidae,Insecta,7.3515,-73.8261,False
48124,48124/CSA35118.ogg,Tettigoniidae,Insecta,7.3515,-73.8261,False
48124,48124/CSA35157.ogg,Tettigoniidae,Insecta,7.247,-73.8732,False
48124,48124/CSA35160.ogg,Tettigoniidae,Insecta,7.3406,-73.8528,False
48124,48124/CSA35173.ogg,Tettigoniidae,Insecta,7.2378,-73.8234,False
48124,48124/CSA35179.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35181.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35183.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35184.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35185.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35187.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35188.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA35190.ogg,Tettigoniidae,Insecta,7.3489,-73.899,False
48124,48124/CSA36346.ogg,Tettigoniidae,Insecta,7.2481,-73.8843,False
50186,50186/CSA04279.ogg,Cicadidae,Insecta,1.3486,-76.103,False
50186,50186/CSA04299.ogg,Cicadidae,Insecta,1.3486,-76.103,False
50186,50186/CSA08353.ogg,Cicadidae,Insecta,5.2461,-75.6852,False
50186,50186/CSA08495.ogg,Cicadidae,Insecta,5.2461,-75.6852,False
50186,50186/CSA14874.ogg,Cicadidae,Insecta,5.1081,76.6975,False
50186,50186/CSA18166.ogg,Cicadidae,Insecta,4.5,-74.3333,False
50186,50186/CSA18185.ogg,Cicadidae,Insecta,4.5,-74.3333,False
50186,50186/CSA18191.ogg,Cicadidae,Insecta,4.5,-74.3333,False
50186,50186/CSA18201.ogg,Cicadidae,Insecta,4.5,-74.3333,False
50186,50186/CSA18202.ogg,Cicadidae,Insecta,4.5,-74.3333,False
50186,50186/CSA18282.ogg,Cicadidae,Insecta,6.4365,-74.1317,False
50186,50186/CSA18916.ogg,Cicadidae,Insecta,7.2333,-74.3513,False
50186,50186/CSA20027.ogg,Cicadidae,Insecta,6.0768,-74.2104,False
50186,50186/CSA20037.ogg,Cicadidae,Insecta,6.0768,-74.2104,False
50186,50186/CSA28885.ogg,Cicadidae,Insecta,4.5363,-67.9088,False
50186,50186/CSA34402.ogg,Cicadidae,Insecta,5.2312,-72.628,False
50186,50186/CSA34428.ogg,Cicadidae,Insecta,5.2184,-72.6052,False
50186,50186/CSA34456.ogg,Cicadidae,Insecta,5.2127,-72.5994,False
50186,50186/CSA34622.ogg,Cicadidae,Insecta,3.8872,-73.5909,False
50186,50186/CSA34678.ogg,Cicadidae,Insecta,3.8873,-73.5908,False
50186,50186/CSA35126.ogg,Cicadidae,Insecta,7.3505,-73.8296,False
50186,50186/CSA35128.ogg,Cicadidae,Insecta,7.3505,-73.8296,False
50186,50186/CSA35133.ogg,Cicadidae,Insecta,7.3724,-73.8239,False
50186,50186/CSA35140.ogg,Cicadidae,Insecta,7.3882,-73.7884,False
50186,50186/CSA35146.ogg,Cicadidae,Insecta,7.3004,-73.7021,False
50186,50186/CSA35148.ogg,Cicadidae,Insecta,7.248,-73.8628,False
50186,50186/CSA35149.ogg,Cicadidae,Insecta,7.248,-73.8628,False
50186,50186/CSA35159.ogg,Cicadidae,Insecta,7.3406,-73.8528,False
50186,50186/CSA35174.ogg,Cicadidae,Insecta,7.237,-73.8246,False
50186,50186/CSA35175.ogg,Cicadidae,Insecta,7.237,-73.8246,False
523060,523060/CSA34180.ogg,Eschatoceras bipunctatus,Insecta,-3.8333,-70.3333,False
523060,523060/CSA34181.ogg,Eschatoceras bipunctatus,Insecta,-3.8333,-70.3333,False
523060,523060/CSA34182.ogg,Eschatoceras bipunctatus,Insecta,-3.8333,-70.3333,False
523060,523060/CSA34183.ogg,Eschatoceras bipunctatus,Insecta,-3.8333,-70.3333,False
528041,528041/CSA36359.ogg,Orophus conspersus,Insecta,7.28,-73.8582,False
528041,528041/CSA36365.ogg,Orophus conspersus,Insecta,7.28,-73.8582,False
52884,52884/CSA06193.ogg,Gryllidae,Insecta,0.2118,-72.4175,False
52884,52884/CSA06195.ogg,Gryllidae,Insecta,0.2118,-72.4175,False
52884,52884/CSA11079.ogg,Gryllidae,Insecta,5.0,-74.15,False
52884,52884/CSA11080.ogg,Gryllidae,Insecta,5.0,-74.15,False
52884,52884/CSA14491.ogg,Gryllidae,Insecta,1.5,-77.5,False
52884,52884/CSA14875.ogg,Gryllidae,Insecta,5.1161,76.8764,False
52884,52884/CSA15755.ogg,Gryllidae,Insecta,5.9925,-72.7309,False
52884,52884/CSA18786.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18796.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18797.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18799.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18800.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18801.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18804.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18805.ogg,Gryllidae,Insecta,5.7892,-73.5504,False
52884,52884/CSA18980.ogg,Gryllidae,Insecta,6.0776,-74.2145,False
52884,52884/CSA34329.ogg,Gryllidae,Insecta,3.0648,-75.378,False
52884,52884/CSA34410.ogg,Gryllidae,Insecta,5.2294,-72.6267,False
52884,52884/CSA34761.ogg,Gryllidae,Insecta,6.9787,-75.1126,False
52884,52884/CSA34947.ogg,Gryllidae,Insecta,7.3941,-73.8083,False
52884,52884/CSA35109.ogg,Gryllidae,Insecta,7.314,-73.9001,False
52884,52884/CSA35112.ogg,Gryllidae,Insecta,7.314,-73.9001,False
52884,52884/CSA35124.ogg,Gryllidae,Insecta,7.3505,-73.8296,False
52884,52884/CSA35125.ogg,Gryllidae,Insecta,7.3505,-73.8296,False
52884,52884/CSA35130.ogg,Gryllidae,Insecta,7.3724,-73.8239,False
52884,52884/CSA35167.ogg,Gryllidae,Insecta,7.3125,-73.8578,False
52884,52884/CSA35176.ogg,Gryllidae,Insecta,7.2592,-73.8148,False
52884,52884/CSA35180.ogg,Gryllidae,Insecta,7.3489,-73.899,False
52884,52884/CSA35533.ogg,Gryllidae,Insecta,3.5637,-76.6194,False
52884,52884/CSA35537.ogg,Gryllidae,Insecta,3.5264,-76.7371,False
52884,52884/CSA35592.ogg,Gryllidae,Insecta,4.0058,69.8986,False
52884,52884/CSA36342.ogg,Gryllidae,Insecta,7.3791,-73.7313,False
52884,52884/CSA36344.ogg,Gryllidae,Insecta,7.3791,-73.7313,False
548639,548639/CSA34185.ogg,Copiphora gracilis,Insecta,-3.8333,-70.3333,False
548639,548639/CSA34186.ogg,Copiphora gracilis,Insecta,-3.8333,-70.3333,False
548639,548639/CSA34187.ogg,Copiphora gracilis,Insecta,-3.8333,-70.3333,False
548639,548639/CSA34188.ogg,Copiphora gracilis,Insecta,-3.8333,-70.3333,False
548639,548639/CSA34189.ogg,Copiphora gracilis,Insecta,-3.8333,-70.3333,False
566513,566513/XC959860.ogg,Alouatta seniculus,Mammalia,-9.4462,-70.4362,True
566513,566513/iNat1259526.ogg,Alouatta seniculus,Mammalia,-4.298,-73.2821,True
566513,566513/iNat208383.ogg,Alouatta seniculus,Mammalia,4.843,-75.8186,True
566513,566513/iNat327841.ogg,Alouatta seniculus,Mammalia,8.8151,-76.4275,True
566513,566513/iNat469763.ogg,Alouatta seniculus,Mammalia,-0.2054,-75.9253,True
566513,566513/iNat475442.ogg,Alouatta seniculus,Mammalia,11.2712,-73.8442,True
566513,566513/iNat561526.ogg,Alouatta seniculus,Mammalia,11.2773,-73.9231,True
566513,566513/iNat565106.ogg,Alouatta seniculus,Mammalia,11.2171,-73.4737,True
566513,566513/iNat569946.ogg,Alouatta seniculus,Mammalia,-0.637,-76.1502,True
566513,566513/iNat60494.ogg,Alouatta seniculus,Mammalia,4.7416,-75.5971,True
566513,566513/iNat68561.ogg,Alouatta seniculus,Mammalia,6.9674,-75.0535,True
566513,566513/iNat72467.ogg,Alouatta seniculus,Mammalia,4.8434,-75.8183,True
566513,566513/iNat72468.ogg,Alouatta seniculus,Mammalia,4.8434,-75.8183,True
566513,566513/iNat796863.ogg,Alouatta seniculus,Mammalia,10.8794,-68.4098,True
566513,566513/iNat832952.ogg,Alouatta seniculus,Mammalia,10.8794,-68.4098,True
566513,566513/iNat860046.ogg,Alouatta seniculus,Mammalia,11.1006,-74.0721,True
566513,566513/iNat865113.ogg,Alouatta seniculus,Mammalia,4.7295,-75.5787,True
566513,566513/iNat865114.ogg,Alouatta seniculus,Mammalia,4.7295,-75.5787,True
566513,566513/iNat879932.ogg,Alouatta seniculus,Mammalia,3.8385,-73.3255,True
566513,566513/iNat885527.ogg,Alouatta seniculus,Mammalia,11.2894,-73.9137,True
566513,566513/iNat887872.ogg,Alouatta seniculus,Mammalia,11.116,-74.1193,True
566513,566513/iNat906866.ogg,Alouatta seniculus,Mammalia,11.0982,-74.0674,True
566513,566513/iNat942150.ogg,Alouatta seniculus,Mammalia,4.7424,-75.5996,True
714022,714022/CSA34203.ogg,Panoploscelis specularis,Insecta,-3.8333,-70.3333,False
714022,714022/CSA34204.ogg,Panoploscelis specularis,Insecta,-3.8333,-70.3333,False
714022,714022/CSA34205.ogg,Panoploscelis specularis,Insecta,-3.8333,-70.3333,False
714022,714022/CSA34206.ogg,Panoploscelis specularis,Insecta,-3.8333,-70.3333,False
714022,714022/CSA34207.ogg,Panoploscelis specularis,Insecta,-3.8333,-70.3333,False
715170,715170/CSA34510.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA34511.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA34512.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA34513.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA34514.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA34515.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35799.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35800.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35801.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35802.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35803.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35804.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35805.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35806.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35807.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
715170,715170/CSA35808.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
