primary_label,filename,scientific_name,class_name,latitude,longitude,is_amphibia
1462711,1462711/CSA36371.ogg,Cocconotus aratifrons,Insecta,7.2625,-73.8207,False
1462711,1462711/CSA36379.ogg,Cocconotus aratifrons,Insecta,7.3842,-73.8456,False
1462711,1462711/CSA36390.ogg,Cocconotus aratifrons,Insecta,7.3842,-73.8456,False
1462737,1462737/CSA36341.ogg,Docidocercus fasciatus,Insecta,7.32,-73.7069,False
1462737,1462737/CSA36369.ogg,Docidocercus fasciatus,Insecta,7.3509,-73.8287,False
1462737,1462737/CSA36380.ogg,Docidocercus fasciatus,Insecta,7.3842,-73.8456,False
1462737,1462737/CSA36381.ogg,Docidocercus fasciatus,Insecta,7.3842,-73.8456,False
1462737,1462737/CSA36386.ogg,Docidocercus fasciatus,Insecta,7.3842,-73.8456,False
1462737,1462737/CSA36391.ogg,Docidocercus fasciatus,Insecta,7.3842,-73.8456,False
1462737,1462737/CSA36395.ogg,Docidocercus fasciatus,Insecta,7.3206,-73.7128,False
1564122,1564122/CSA34195.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
1564122,1564122/CSA34196.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
1564122,1564122/CSA34197.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
1564122,1564122/CSA34198.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
1564122,1564122/CSA34199.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
1564122,1564122/CSA34200.ogg,Daedadelus waehnerorum ,Insecta,-3.8333,-70.3333,False
21038,21038/iNat297879.ogg,Colostethus inguinalis,Amphibia,6.3741,-74.6802,True
21038,21038/iNat65519.ogg,Colostethus inguinalis,Amphibia,9.892,-75.1912,True
21116,21116/iNat296867.ogg,Dendrobates truncatus,Amphibia,5.8604,-74.8877,True
21116,21116/iNat65520.ogg,Dendrobates truncatus,Amphibia,9.8882,-75.1882,True
21211,21211/XC882646.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882647.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882648.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882649.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882650.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882651.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882652.ogg,Allobates femoralis,Amphibia,-4.2443,-69.9264,True
21211,21211/XC882653.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882654.ogg,Allobates femoralis,Amphibia,0.8366,-51.8884,True
21211,21211/XC882655.ogg,Allobates femoralis,Amphibia,0.8366,-51.8884,True
21211,21211/XC882656.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882657.ogg,Allobates femoralis,Amphibia,None,None,True
21211,21211/XC882658.ogg,Allobates femoralis,Amphibia,-4.3811,-70.0448,True
21211,21211/XC882659.ogg,Allobates femoralis,Amphibia,-10.2097,-67.7092,True
21211,21211/XC896828.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896832.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896838.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896839.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896840.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896855.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896857.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896860.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896861.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC896863.ogg,Allobates femoralis,Amphibia,3.9871,-52.5875,True
21211,21211/XC913785.ogg,Allobates femoralis,Amphibia,4.0883,-52.6813,True
21211,21211/XC913809.ogg,Allobates femoralis,Amphibia,4.0883,-52.6813,True
21211,21211/XC913811.ogg,Allobates femoralis,Amphibia,4.0883,-52.6813,True
21211,21211/XC913839.ogg,Allobates femoralis,Amphibia,4.0891,-52.6816,True
21211,21211/XC913840.ogg,Allobates femoralis,Amphibia,4.0891,-52.6816,True
21211,21211/XC913858.ogg,Allobates femoralis,Amphibia,4.0891,-52.6816,True
21211,21211/XC913859.ogg,Allobates femoralis,Amphibia,4.0891,-52.6816,True
21211,21211/XC913880.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913881.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913886.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913887.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913893.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913894.ogg,Allobates femoralis,Amphibia,4.0895,-52.682,True
21211,21211/XC913976.ogg,Allobates femoralis,Amphibia,4.0916,-52.6858,True
21211,21211/XC913977.ogg,Allobates femoralis,Amphibia,4.0916,-52.6858,True
21211,21211/XC913978.ogg,Allobates femoralis,Amphibia,4.0916,-52.6858,True
21211,21211/XC913992.ogg,Allobates femoralis,Amphibia,4.0916,-52.6858,True
21211,21211/XC913997.ogg,Allobates femoralis,Amphibia,4.0916,-52.6858,True
21211,21211/XC913998.ogg,Allobates femoralis,Amphibia,4.0946,-52.6862,True
21211,21211/XC914005.ogg,Allobates femoralis,Amphibia,4.0946,-52.6862,True
21211,21211/XC914013.ogg,Allobates femoralis,Amphibia,4.0964,-52.6858,True
21211,21211/XC914025.ogg,Allobates femoralis,Amphibia,4.0964,-52.6858,True
21211,21211/XC914028.ogg,Allobates femoralis,Amphibia,4.0964,-52.6858,True
21211,21211/XC917437.ogg,Allobates femoralis,Amphibia,4.0889,-52.6742,True
21211,21211/XC917444.ogg,Allobates femoralis,Amphibia,4.0889,-52.6742,True
21211,21211/XC917465.ogg,Allobates femoralis,Amphibia,4.0889,-52.6742,True
21211,21211/XC917470.ogg,Allobates femoralis,Amphibia,4.0889,-52.6742,True
21211,21211/XC917471.ogg,Allobates femoralis,Amphibia,4.0889,-52.6742,True
21211,21211/XC920803.ogg,Allobates femoralis,Amphibia,4.0945,-52.6862,True
21211,21211/XC920868.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920870.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920872.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920873.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920881.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920888.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC920892.ogg,Allobates femoralis,Amphibia,4.0425,-52.6779,True
21211,21211/XC925906.ogg,Allobates femoralis,Amphibia,4.0849,-52.6841,True
21211,21211/XC925907.ogg,Allobates femoralis,Amphibia,4.0849,-52.6841,True
21211,21211/XC925908.ogg,Allobates femoralis,Amphibia,4.0849,-52.6841,True
21211,21211/XC925925.ogg,Allobates femoralis,Amphibia,4.0849,-52.6841,True
21211,21211/XC928709.ogg,Allobates femoralis,Amphibia,3.6023,-53.26,True
21211,21211/XC928710.ogg,Allobates femoralis,Amphibia,3.6023,-53.26,True
21211,21211/XC928714.ogg,Allobates femoralis,Amphibia,3.6023,-53.26,True
21211,21211/XC934741.ogg,Allobates femoralis,Amphibia,5.2313,-52.8547,True
21211,21211/iNat1005762.ogg,Allobates femoralis,Amphibia,4.87,-52.3162,True
21211,21211/iNat359445.ogg,Allobates femoralis,Amphibia,-4.1323,-69.9548,True
21211,21211/iNat361221.ogg,Allobates femoralis,Amphibia,-4.1306,-69.9562,True
21211,21211/iNat361222.ogg,Allobates femoralis,Amphibia,-4.131,-69.9557,True
21211,21211/iNat597267.ogg,Allobates femoralis,Amphibia,-8.0523,-71.2039,True
21211,21211/iNat946486.ogg,Allobates femoralis,Amphibia,4.1042,-52.6225,True
21211,21211/iNat986383.ogg,Allobates femoralis,Amphibia,4.864,-52.3619,True
21211,21211/iNat998468.ogg,Allobates femoralis,Amphibia,4.8595,-52.3486,True
22333,22333/XC890507.ogg,Eleutherodactylus johnstonei,Amphibia,12.1205,-68.9658,True
22333,22333/XC894982.ogg,Eleutherodactylus johnstonei,Amphibia,12.1187,-68.2912,True
22333,22333/XC913746.ogg,Eleutherodactylus johnstonei,Amphibia,4.9122,-52.2701,True
22333,22333/XC949880.ogg,Eleutherodactylus johnstonei,Amphibia,5.3459,-72.4262,True
22333,22333/iNat1005729.ogg,Eleutherodactylus johnstonei,Amphibia,4.87,-52.3162,True
22333,22333/iNat1008712.ogg,Eleutherodactylus johnstonei,Amphibia,4.945,-52.3173,True
22333,22333/iNat1155704.ogg,Eleutherodactylus johnstonei,Amphibia,18.411,-77.1054,True
22333,22333/iNat1208354.ogg,Eleutherodactylus johnstonei,Amphibia,10.1846,-68.0075,True
22333,22333/iNat1236061.ogg,Eleutherodactylus johnstonei,Amphibia,3.4762,-76.5298,True
22333,22333/iNat1237389.ogg,Eleutherodactylus johnstonei,Amphibia,3.4576,-76.5359,True
22333,22333/iNat1237907.ogg,Eleutherodactylus johnstonei,Amphibia,3.4499,-76.5392,True
22333,22333/iNat1239167.ogg,Eleutherodactylus johnstonei,Amphibia,3.4574,-76.5357,True
22333,22333/iNat1241231.ogg,Eleutherodactylus johnstonei,Amphibia,3.4493,-76.5425,True
22333,22333/iNat1245802.ogg,Eleutherodactylus johnstonei,Amphibia,6.8169,-58.0763,True
22333,22333/iNat1273155.ogg,Eleutherodactylus johnstonei,Amphibia,3.2741,-76.5146,True
22333,22333/iNat1274792.ogg,Eleutherodactylus johnstonei,Amphibia,14.5522,-61.0536,True
22333,22333/iNat144601.ogg,Eleutherodactylus johnstonei,Amphibia,17.1699,-61.8015,True
22333,22333/iNat150110.ogg,Eleutherodactylus johnstonei,Amphibia,10.6505,-61.4068,True
22333,22333/iNat233716.ogg,Eleutherodactylus johnstonei,Amphibia,7.0205,-73.07,True
22333,22333/iNat255294.ogg,Eleutherodactylus johnstonei,Amphibia,10.661,-61.5171,True
22333,22333/iNat292304.ogg,Eleutherodactylus johnstonei,Amphibia,10.4803,-66.7944,True
22333,22333/iNat332150.ogg,Eleutherodactylus johnstonei,Amphibia,10.611,-61.3001,True
22333,22333/iNat344525.ogg,Eleutherodactylus johnstonei,Amphibia,12.0867,-68.898,True
22333,22333/iNat34849.ogg,Eleutherodactylus johnstonei,Amphibia,18.5226,-77.8579,True
22333,22333/iNat503234.ogg,Eleutherodactylus johnstonei,Amphibia,18.5239,-77.8343,True
22333,22333/iNat516995.ogg,Eleutherodactylus johnstonei,Amphibia,3.3419,-76.5306,True
22333,22333/iNat52742.ogg,Eleutherodactylus johnstonei,Amphibia,6.2386,-75.6059,True
22333,22333/iNat530453.ogg,Eleutherodactylus johnstonei,Amphibia,6.175,-75.5744,True
22333,22333/iNat532306.ogg,Eleutherodactylus johnstonei,Amphibia,4.9458,-52.304,True
22333,22333/iNat53679.ogg,Eleutherodactylus johnstonei,Amphibia,13.242,-59.6443,True
22333,22333/iNat54095.ogg,Eleutherodactylus johnstonei,Amphibia,18.4463,-78.0529,True
22333,22333/iNat554680.ogg,Eleutherodactylus johnstonei,Amphibia,16.2782,-61.802,True
22333,22333/iNat560488.ogg,Eleutherodactylus johnstonei,Amphibia,6.2414,-75.5958,True
22333,22333/iNat575726.ogg,Eleutherodactylus johnstonei,Amphibia,12.0855,-68.8742,True
22333,22333/iNat575727.ogg,Eleutherodactylus johnstonei,Amphibia,12.0855,-68.8742,True
22333,22333/iNat576377.ogg,Eleutherodactylus johnstonei,Amphibia,13.8636,-61.053,True
22333,22333/iNat578290.ogg,Eleutherodactylus johnstonei,Amphibia,12.0916,-68.9053,True
22333,22333/iNat579714.ogg,Eleutherodactylus johnstonei,Amphibia,17.0763,-61.8873,True
22333,22333/iNat585061.ogg,Eleutherodactylus johnstonei,Amphibia,14.09,-60.9583,True
22333,22333/iNat758022.ogg,Eleutherodactylus johnstonei,Amphibia,10.4819,-66.8416,True
22333,22333/iNat815140.ogg,Eleutherodactylus johnstonei,Amphibia,17.0994,-61.6921,True
22333,22333/iNat867912.ogg,Eleutherodactylus johnstonei,Amphibia,3.6563,-76.5719,True
22333,22333/iNat894924.ogg,Eleutherodactylus johnstonei,Amphibia,13.821,-61.0493,True
22333,22333/iNat943181.ogg,Eleutherodactylus johnstonei,Amphibia,12.1205,-68.9658,True
22333,22333/iNat976527.ogg,Eleutherodactylus johnstonei,Amphibia,3.3684,-76.546,True
22333,22333/iNat983570.ogg,Eleutherodactylus johnstonei,Amphibia,4.9122,-52.2696,True
22333,22333/iNat987253.ogg,Eleutherodactylus johnstonei,Amphibia,4.9481,-52.3018,True
22973,22973/XC167037.ogg,Leptodactylus fuscus,Amphibia,3.8284,-67.902,True
22973,22973/XC882793.ogg,Leptodactylus fuscus,Amphibia,5.803,-56.2046,True
22973,22973/XC882794.ogg,Leptodactylus fuscus,Amphibia,5.803,-56.2046,True
22973,22973/XC882795.ogg,Leptodactylus fuscus,Amphibia,5.803,-56.2046,True
22973,22973/XC882796.ogg,Leptodactylus fuscus,Amphibia,5.803,-56.2046,True
22973,22973/XC882797.ogg,Leptodactylus fuscus,Amphibia,-3.1711,-60.1279,True
22973,22973/XC882798.ogg,Leptodactylus fuscus,Amphibia,None,None,True
22973,22973/XC892927.ogg,Leptodactylus fuscus,Amphibia,11.1631,-60.827,True
22973,22973/XC892932.ogg,Leptodactylus fuscus,Amphibia,10.6144,-61.2238,True
22973,22973/XC915924.ogg,Leptodactylus fuscus,Amphibia,4.0744,-73.5829,True
22973,22973/XC928991.ogg,Leptodactylus fuscus,Amphibia,6.8064,-58.1452,True
22973,22973/XC929100.ogg,Leptodactylus fuscus,Amphibia,5.3779,-53.0008,True
22973,22973/XC929101.ogg,Leptodactylus fuscus,Amphibia,5.831,-55.2009,True
22973,22973/iNat1099468.ogg,Leptodactylus fuscus,Amphibia,10.6602,-61.3567,True
22973,22973/iNat1243033.ogg,Leptodactylus fuscus,Amphibia,-18.9993,-49.4617,True
22973,22973/iNat1243080.ogg,Leptodactylus fuscus,Amphibia,-18.9126,-50.6548,True
22973,22973/iNat1251026.ogg,Leptodactylus fuscus,Amphibia,7.738,-76.6982,True
22973,22973/iNat1257590.ogg,Leptodactylus fuscus,Amphibia,-25.8576,-53.9757,True
22973,22973/iNat154035.ogg,Leptodactylus fuscus,Amphibia,-22.4093,-47.5421,True
22973,22973/iNat157085.ogg,Leptodactylus fuscus,Amphibia,-22.371,-47.5224,True
22973,22973/iNat218912.ogg,Leptodactylus fuscus,Amphibia,10.6531,-61.4196,True
22973,22973/iNat28425.ogg,Leptodactylus fuscus,Amphibia,-29.5093,-55.6369,True
22973,22973/iNat287261.ogg,Leptodactylus fuscus,Amphibia,10.6531,-61.4196,True
22973,22973/iNat28982.ogg,Leptodactylus fuscus,Amphibia,10.6144,-61.2238,True
22973,22973/iNat29017.ogg,Leptodactylus fuscus,Amphibia,11.1631,-60.827,True
22973,22973/iNat318716.ogg,Leptodactylus fuscus,Amphibia,10.2052,-61.3103,True
22973,22973/iNat326854.ogg,Leptodactylus fuscus,Amphibia,-28.0679,-56.0338,True
22973,22973/iNat326860.ogg,Leptodactylus fuscus,Amphibia,-28.0681,-56.0338,True
22973,22973/iNat326966.ogg,Leptodactylus fuscus,Amphibia,-27.3788,-55.6436,True
22973,22973/iNat327135.ogg,Leptodactylus fuscus,Amphibia,7.2421,-76.4389,True
22973,22973/iNat331404.ogg,Leptodactylus fuscus,Amphibia,-15.8263,-48.7697,True
22973,22973/iNat343840.ogg,Leptodactylus fuscus,Amphibia,-2.4904,-44.2422,True
22973,22973/iNat348132.ogg,Leptodactylus fuscus,Amphibia,-23.5476,-47.549,True
22973,22973/iNat348440.ogg,Leptodactylus fuscus,Amphibia,-23.5468,-47.549,True
22973,22973/iNat348441.ogg,Leptodactylus fuscus,Amphibia,-23.5468,-47.549,True
22973,22973/iNat502463.ogg,Leptodactylus fuscus,Amphibia,5.3545,-72.402,True
22973,22973/iNat556448.ogg,Leptodactylus fuscus,Amphibia,1.8762,-76.0516,True
22973,22973/iNat576552.ogg,Leptodactylus fuscus,Amphibia,-21.368,-47.3052,True
22973,22973/iNat581610.ogg,Leptodactylus fuscus,Amphibia,-23.547,-47.5493,True
22973,22973/iNat583590.ogg,Leptodactylus fuscus,Amphibia,-23.4751,-48.6713,True
22973,22973/iNat583591.ogg,Leptodactylus fuscus,Amphibia,-23.4751,-48.6713,True
22973,22973/iNat58920.ogg,Leptodactylus fuscus,Amphibia,-3.083,-59.9812,True
22973,22973/iNat599374.ogg,Leptodactylus fuscus,Amphibia,-22.4151,-47.5773,True
22973,22973/iNat599375.ogg,Leptodactylus fuscus,Amphibia,-22.4151,-47.5773,True
22973,22973/iNat630711.ogg,Leptodactylus fuscus,Amphibia,4.2647,-74.8271,True
22973,22973/iNat726873.ogg,Leptodactylus fuscus,Amphibia,11.152,-60.7825,True
22973,22973/iNat839779.ogg,Leptodactylus fuscus,Amphibia,-25.7876,-53.6448,True
22973,22973/iNat859872.ogg,Leptodactylus fuscus,Amphibia,-20.3016,-44.0975,True
22973,22973/iNat870999.ogg,Leptodactylus fuscus,Amphibia,-22.851,-45.2388,True
22973,22973/iNat879832.ogg,Leptodactylus fuscus,Amphibia,-20.7015,-41.0918,True
22973,22973/iNat879833.ogg,Leptodactylus fuscus,Amphibia,-20.7015,-41.0918,True
22973,22973/iNat887102.ogg,Leptodactylus fuscus,Amphibia,-23.5602,-46.7234,True
22973,22973/iNat992788.ogg,Leptodactylus fuscus,Amphibia,4.8238,-52.3673,True
22976,22976/XC893971.ogg,Leptodactylus fragilis,Amphibia,8.7193,-83.1649,True
22976,22976/XC893972.ogg,Leptodactylus fragilis,Amphibia,20.4215,-88.4714,True
22976,22976/XC935710.ogg,Leptodactylus fragilis,Amphibia,None,None,True
22976,22976/iNat1022191.ogg,Leptodactylus fragilis,Amphibia,13.9587,-88.1323,True
22976,22976/iNat103569.ogg,Leptodactylus fragilis,Amphibia,21.1547,-89.6359,True
22976,22976/iNat1109157.ogg,Leptodactylus fragilis,Amphibia,9.0492,-79.3018,True
22976,22976/iNat1112338.ogg,Leptodactylus fragilis,Amphibia,9.1203,-79.6961,True
22976,22976/iNat1190292.ogg,Leptodactylus fragilis,Amphibia,8.986,-79.5471,True
22976,22976/iNat1192434.ogg,Leptodactylus fragilis,Amphibia,26.5727,-99.1118,True
22976,22976/iNat1199997.ogg,Leptodactylus fragilis,Amphibia,9.1639,-79.5735,True
22976,22976/iNat1208974.ogg,Leptodactylus fragilis,Amphibia,8.8977,-79.5816,True
22976,22976/iNat1226844.ogg,Leptodactylus fragilis,Amphibia,12.5211,-81.7157,True
22976,22976/iNat132256.ogg,Leptodactylus fragilis,Amphibia,13.3007,-88.5523,True
22976,22976/iNat132257.ogg,Leptodactylus fragilis,Amphibia,13.3006,-88.5524,True
22976,22976/iNat134883.ogg,Leptodactylus fragilis,Amphibia,9.1205,-79.7038,True
22976,22976/iNat141097.ogg,Leptodactylus fragilis,Amphibia,26.5035,-98.9858,True
22976,22976/iNat141098.ogg,Leptodactylus fragilis,Amphibia,26.4025,-98.826,True
22976,22976/iNat141099.ogg,Leptodactylus fragilis,Amphibia,26.4552,-98.8027,True
22976,22976/iNat222390.ogg,Leptodactylus fragilis,Amphibia,21.0783,-89.6353,True
22976,22976/iNat226804.ogg,Leptodactylus fragilis,Amphibia,9.3899,-84.146,True
22976,22976/iNat236359.ogg,Leptodactylus fragilis,Amphibia,8.9133,-79.708,True
22976,22976/iNat258473.ogg,Leptodactylus fragilis,Amphibia,21.0826,-89.6592,True
22976,22976/iNat270309.ogg,Leptodactylus fragilis,Amphibia,26.5845,-98.8025,True
22976,22976/iNat27238.ogg,Leptodactylus fragilis,Amphibia,10.4124,-84.3843,True
22976,22976/iNat27239.ogg,Leptodactylus fragilis,Amphibia,20.4215,-88.4714,True
22976,22976/iNat279584.ogg,Leptodactylus fragilis,Amphibia,18.5197,-89.8287,True
22976,22976/iNat311367.ogg,Leptodactylus fragilis,Amphibia,21.0246,-89.5491,True
22976,22976/iNat32633.ogg,Leptodactylus fragilis,Amphibia,17.2323,-88.7859,True
22976,22976/iNat399872.ogg,Leptodactylus fragilis,Amphibia,20.7533,-89.5596,True
22976,22976/iNat48797.ogg,Leptodactylus fragilis,Amphibia,5.8884,-75.1486,True
22976,22976/iNat502474.ogg,Leptodactylus fragilis,Amphibia,9.119,-79.7136,True
22976,22976/iNat523344.ogg,Leptodactylus fragilis,Amphibia,9.3919,-84.1483,True
22976,22976/iNat523345.ogg,Leptodactylus fragilis,Amphibia,9.392,-84.1481,True
22976,22976/iNat523346.ogg,Leptodactylus fragilis,Amphibia,9.3919,-84.1485,True
22976,22976/iNat533201.ogg,Leptodactylus fragilis,Amphibia,9.0025,-79.5803,True
22976,22976/iNat567927.ogg,Leptodactylus fragilis,Amphibia,8.6036,-82.6502,True
22976,22976/iNat583735.ogg,Leptodactylus fragilis,Amphibia,8.7193,-83.1649,True
22976,22976/iNat585685.ogg,Leptodactylus fragilis,Amphibia,9.6415,-85.1653,True
22976,22976/iNat599139.ogg,Leptodactylus fragilis,Amphibia,9.0945,-79.3777,True
22976,22976/iNat630710.ogg,Leptodactylus fragilis,Amphibia,4.2647,-74.8271,True
22976,22976/iNat687624.ogg,Leptodactylus fragilis,Amphibia,8.98,-79.5619,True
22976,22976/iNat77271.ogg,Leptodactylus fragilis,Amphibia,8.5203,-82.609,True
22976,22976/iNat843264.ogg,Leptodactylus fragilis,Amphibia,10.159,-85.8064,True
22976,22976/iNat858189.ogg,Leptodactylus fragilis,Amphibia,9.1199,-79.5335,True
24272,24272/XC882885.ogg,Smilisca phaeota,Amphibia,0.8834,-78.4996,True
24272,24272/XC893991.ogg,Smilisca phaeota,Amphibia,10.3654,-84.3821,True
24272,24272/iNat341657.ogg,Smilisca phaeota,Amphibia,8.7151,-80.0058,True
24272,24272/iNat715387.ogg,Smilisca phaeota,Amphibia,8.8036,-82.9561,True
24272,24272/iNat901214.ogg,Smilisca phaeota,Amphibia,9.8321,-83.5641,True
24272,24272/iNat956047.ogg,Smilisca phaeota,Amphibia,10.3654,-84.3821,True
24292,24292/CSA34649.ogg,Scinax rostratus,Amphibia,3.872,-73.5841,True
24292,24292/CSA34651.ogg,Scinax rostratus,Amphibia,3.872,-73.5841,True
24292,24292/CSA35021.ogg,Scinax rostratus,Amphibia,7.3954,-73.8594,True
24322,24322/XC882877.ogg,Scinax ruber,Amphibia,None,None,True
24322,24322/XC882878.ogg,Scinax ruber,Amphibia,5.803,-56.2046,True
24322,24322/XC882879.ogg,Scinax ruber,Amphibia,None,None,True
24322,24322/XC882880.ogg,Scinax ruber,Amphibia,4.8831,-52.3464,True
24322,24322/XC882881.ogg,Scinax ruber,Amphibia,-0.0477,-77.5269,True
24322,24322/XC915926.ogg,Scinax ruber,Amphibia,4.0744,-73.5829,True
24322,24322/XC929063.ogg,Scinax ruber,Amphibia,0.9908,-51.3459,True
24322,24322/iNat1008711.ogg,Scinax ruber,Amphibia,4.945,-52.3176,True
24322,24322/iNat146544.ogg,Scinax ruber,Amphibia,4.8871,-52.2787,True
24322,24322/iNat319465.ogg,Scinax ruber,Amphibia,-3.0914,-59.9895,True
24322,24322/iNat410786.ogg,Scinax ruber,Amphibia,10.6848,-61.2894,True
24322,24322/iNat440404.ogg,Scinax ruber,Amphibia,10.6848,-61.2894,True
24322,24322/iNat934849.ogg,Scinax ruber,Amphibia,5.1021,-54.5502,True
41663,41663/XC144437.ogg,Procyon lotor,Mammalia,41.1987,-73.8832,False
41663,41663/XC697007.ogg,Procyon lotor,Mammalia,49.1523,2.3752,False
41663,41663/XC961783.ogg,Procyon lotor,Mammalia,40.0038,-75.045,False
41663,41663/iNat1001216.ogg,Procyon lotor,Mammalia,36.3178,-82.3219,False
41663,41663/iNat1025799.ogg,Procyon lotor,Mammalia,45.1746,-75.8284,False
41663,41663/iNat1026967.ogg,Procyon lotor,Mammalia,42.0655,-76.152,False
41663,41663/iNat1059575.ogg,Procyon lotor,Mammalia,39.5244,-79.8177,False
